Gene	Length
GOLT1B	3789
SPX	3359
GYS2	3132
LDHB	2983
AC010197.1	578
AC010185.1	456
KCNJ8	2484
ABCC9	11616
AC008250.1	522
AC008250.2	205
AC092862.1	533
CMAS	2018
ST8SIA1	14483
AC007671.1	830
AC007671.2	619
RNU1-149P	161
AC087318.1	389
C2CD5	6759
AC053513.1	738
LRRC34P1	915
AC087241.2	324
AC087241.1	429
AC087241.3	862
ETNK1	8191
AC087241.4	480
AC084816.1	5441
RPS27P22	241
AC084819.1	424
AC087258.1	1743
AC087258.2	36
AC087235.1	1329
SOX5	8885
AC087260.1	401
MIR920	75
AC069208.1	1693
SOX5-AS1	710
LINC00477	1710
KNOP1P1	989
AC087312.1	480
AC023796.1	670
RN7SL38P	294
BCAT1	11775
AC023796.2	451
AC026310.3	2373
AC026310.1	2751
AC026310.2	728
C12orf77	2683
LRMP	6610
CENPUP2	1186
AC023510.1	490
AC023510.2	746
CASC1	2952
ETFRF1	2466
KRAS	7302
AC092794.1	582
AC092794.2	563
AC087239.1	111
RNU4-67P	141
AC092451.1	153
LMNTD1	3083
AC092451.3	1343
AC092451.2	658
TUBB4BP1	178
AC022367.1	553
RN7SKP262	283
AC019209.3	772
TDGP1	1229
AC019209.2	373
AC019209.1	486
RASSF8-AS1	3981
RASSF8	7619
BHLHE41	3948
SSPN	6821
AC022509.3	826
AC022509.2	699
AC022509.1	1128
AC022509.4	572
AC055720.1	475
AC024145.1	775
AC055720.2	172
ITPR2	12750
RNA5SP354	136
AC023051.1	876
AC023051.2	460
INTS13	3345
FGFR1OP2	5971
AC024896.1	2601
TM7SF3	3888
MED21	3224
AC092747.4	1861
C12orf71	957
AC092747.3	301
AC092747.1	615
AC092747.2	983
STK38L	6921
ARNTL2	6983
ARNTL2-AS1	804
SMCO2	1978
RARSP1	1418
PPFIBP1	11690
AC087257.1	2639
AC087257.2	928
AC009509.3	314
AC009509.1	1519
REP15	1078
AC009509.4	509
HMGB1P49	569
AC009509.2	429
MRPS35	1979
MANSC4	1023
AC009511.2	679
KLHL42	7622
AC009511.1	191
RN7SKP15	309
AC008011.1	227
PTHLH	3377
AC008011.2	792
CCDC91	7535
AC022364.1	2728
AC022364.2	554
AC022079.2	566
AC022079.1	602
RNU4-54P	129
RNA5SP355	135
AC084754.1	464
AC022081.1	433
AC024255.1	102
AC012150.1	693
FAR2	5411
AC012150.2	544
AC009318.4	486
AC009318.1	2813
AC009318.3	503
AC009318.2	651
ERGIC2	5826
OVCH1-AS1	6810
OVCH1	3958
TMTC1	14636
AC009320.1	349
RPL21P99	423
AC023511.2	211
AC023511.1	571
LINC02386	1062
AC078776.2	285
RNA5SP356	94
AC078776.1	562
AC026371.1	419
IPO8	6926
CAPRIN2	8392
AC010198.1	1552
LINC00941	2218
AC010198.2	259
TSPAN11	7113
AC008013.1	1995
AC008013.2	616
DDX11-AS1	2581
DDX11	8374
AC008013.3	675
AC024940.1	7055
AC024940.4	246
AC024940.2	606
MREGP1	85
AC024940.5	474
FAM60A	5748
AC024940.3	316
FLJ13224	1514
LINC02387	868
RNU6-318P	79
DENND5B	11310
RNU6-618P	112
AC068792.1	417
AC022080.1	781
AC022080.3	482
AC022080.2	533
DENND5B-AS1	1308
RNU5F-4P	114
RPL31P50	296
AK4P3	669
ETFBKMT	6868
AMN1	3195
AC023157.1	501
STMN1P1	440
AC023157.3	2088
AC023157.2	141
H3F3C	1057
RNU6-1069P	133
AC023050.2	387
LINC02422	852
AC023050.3	333
AC023050.1	376
RPL12P32	494
AC023050.4	1380
KIAA1551	6646
AC016957.2	848
AC016957.1	309
AC048344.2	147
AC048344.3	251
AC048344.1	407
BICD1	12868
AC048344.4	527
AC016954.1	745
AC026356.1	1357
AC026356.2	1796
FGD4	10629
RNU6-494P	90
DNM1L	7282
AC084824.2	345
AC084824.5	413
AC084824.1	1005
YARS2	2152
AC084824.3	856
AC084824.4	731
PKP2	7043
AC087588.2	426
AC087588.1	316
AC087311.1	1233
AC087311.2	320
AC026357.1	97
SYT10	5082
AC023158.1	1107
AC023158.2	543
AC016956.1	1108
RNU6-400P	106
AC024153.1	365
RNU6-472P	107
ALG10	4389
AC046130.1	2274
AC046130.2	794
AC140847.1	534
AC140847.3	708
TUBB8P4	1324
AC140847.2	501
DUX4L27	1261
AK6P1	478
RP11-125N22.4	375
RP11-125N22.3	300
RP11-125N22.1	192
ZNF970P	223
AK6P2	471
CLUHP8	1485
RNA5SP358	117
RNA5SP359	113
TUBB8P5	1351
AC117372.1	715
NF1P12	583
ALG10B	11449
AC087897.1	231
AC087897.2	723
CPNE8	5178
AC067735.1	613
AC018448.2	305
AC018448.1	316
LINC02406	546
AC084373.1	235
KIF21A	10117
AC121334.1	871
AC121334.2	271
ABCD2	6238
C12orf40	4454
SLC2A13	10027
AC121336.1	80
RPL30P13	348
LINC02555	1951
LINC02471	5451
AC079630.1	2280
LRRK2	13465
AC084290.1	374
MUC19	29490
AC107023.1	356
RNU6-713P	107
CNTN1	7492
AC016144.1	1087
AC015540.1	501
PDZRN4	4586
AC090531.1	1274
RNA5SP360	118
MTND2P17	688
MTND1P24	861
LINC02400	408
AC090630.1	499
AC006197.1	465
AC023513.1	813
GXYLT1	7497
YAF2	10839
AC020629.1	1785
PPHLN1	12155
RN7SL10P	300
ZCRB1	2446
AC079684.1	437
RNU6-249P	102
AC079601.2	775
PRICKLE1	8247
AC079601.1	2791
AC079600.3	447
LINC02402	1212
AC079600.2	130
AC079600.1	297
LINC02451	811
RPS27P21	252
LINC02450	1003
AC068802.1	732
AC012038.2	256
AC012038.1	552
MRPS36P5	298
LINC02461	836
AC079603.1	86
ADAMTS20	7242
AC090525.1	478
AC090525.2	2270
AC090525.3	189
EEF1A1P17	1275
PUS7L	14037
AC093012.1	1170
IRAK4	5629
TWF1	3932
TMEM117	3440
ZNF75BP	1524
AC025030.2	567
AC025030.1	573
AC025253.1	543
NELL2	6424
DBX2	2806
AC008127.1	499
RACGAP1P	1879
AC008127.2	1075
RNA5SP361	118
PLEKHA8P1	2320
AC009248.1	735
ANO6	8235
AC009248.2	254
AC063924.1	673
AC079950.1	1120
RNU6-671P	70
AC008124.1	9730
ARID2	12127
AC009464.1	469
RN7SL246P	300
KNOP1P2	1317
SCAF11	14035
AC084878.1	648
SLC38A1	10015
AC025031.3	368
SLC38A2	6602
AC025031.2	627
AC008014.1	2227
AC025031.1	562
AC025031.4	3271
AC025031.5	2523
AC008035.1	448
OR7A19P	733
MARK3P1	643
SLC38A4	4145
AC079906.1	815
AMIGO2	3956
PCED1B	2618
AC119044.1	603
MIR4698	80
PCED1B-AS1	3092
AC008083.1	663
AC008083.3	510
AC008083.4	444
AC008083.2	476
LINC02416	540
MIR4494	84
LINC02156	483
ADI1P3	470
AC003686.1	1034
AC004486.1	233
RPAP3	5381
AC004241.3	517
AC004241.1	4411
ENDOU	2679
AC004241.5	2448
AC004241.2	444
RAPGEF3	12078
SLC48A1	4921
AC004241.4	1120
HDAC7	9928
AC004466.1	1080
AC004466.3	546
AC004466.2	516
LINC02354	944
VDR	5674
AC121338.1	1287
AC121338.2	1744
AC004801.7	2973
TMEM106C	3475
COL2A1	6596
AC004801.5	1044
AC004801.4	3112
AC004801.3	962
AC004801.6	978
SENP1	6342
AC004801.2	779
RNU6-1203P	110
AC004801.1	360
PFKM	7284
ASB8	4087
AC074029.3	312
AC074029.2	634
PHBP18	813
AC074029.1	1044
CCDC184	2343
AC074029.4	1859
AC024257.3	3645
OR10AD1	1305
AC024257.1	2386
AC024257.5	531
H1FNT	1300
AC024257.2	147
ZNF641	8474
AC090115.1	562
OR5BK1P	823
AC024257.4	458
AC090115.3	849
AC090115.2	883
AC090115.4	188
OR8T1P	918
ANP32D	960
C12orf54	1857
AC089987.3	588
RPS10P20	463
AC089987.1	2209
OR8S1	1131
AC089987.2	936
LALBA	1247
OR11M1P	895
KANSL2	3386
SNORA34	137
SNORA2A	135
SNORA2B	137
CCNT1	7381
TEX49	658
AC117498.1	713
ADCY6	8410
MIR4701	63
AC117498.2	554
AC117498.3	511
CACNB3	7153
DDX23	5419
RND1	3099
RNU6-600P	99
AC073610.1	396
AC073610.3	939
CCDC65	2373
FKBP11	4957
AC073610.2	406
ARF3	5002
WNT10B	2629
RNU6-940P	104
WNT1	1347
DDN	3749
AC011603.3	279
DDN-AS1	2238
PRKAG1	4556
KMT2D	20476
RHEBL1	1290
AC011603.4	277
DHH	1936
AC011603.1	839
LMBR1L	6047
TUBA1B	3574
AC011603.2	1632
TUBA1A	3421
TUBA1C	4631
AC010173.1	1453
AC125611.3	680
AC125611.4	4166
PRPH	4353
TROAP	3954
C1QL4	2071
DNAJC22	5006
SPATS2	6840
AC125611.2	647
AC125611.1	229
KCNH3	4265
MCRS1	3269
PRPF40B	9444
AC020612.3	570
FAM186B	4756
RNU6-834P	110
POLR2KP1	168
AC020612.1	541
HIGD1AP9	279
FMNL3	13424
TMBIM6	6186
AC020612.2	100
LSM6P2	177
NCKAP5L	8090
BCDIN3D-AS1	3586
BCDIN3D	3721
AC131157.1	722
RPL35AP28	331
FAIM2	6057
LINC02396	2459
LINC02395	4701
AQP2	4305
AC025154.2	1574
AC025154.1	560
AQP5	1885
AQP6	5129
RACGAP1	4487
ASIC1	5745
SMARCD1	5136
GPD1	3991
COX14	1073
AC074032.1	1117
CERS5	6749
LIMA1	6317
AC008147.2	4806
AC008147.3	354
AC008147.1	418
MIR1293	71
RNU6-1093P	107
AC008147.4	1204
AC140061.11	93
AC140061.10	93
AC140061.12	369
AC140061.9	93
AC140061.8	96
AC140061.7	102
AC140061.1	102
AC140061.6	93
AC140061.5	93
AC140061.4	93
AC140061.3	93
AC140061.2	93
FAM186A	8296
AC090058.1	435
LARP4	8112
DIP2B	10361
RNU6-769P	104
RNU6-238P	106
AC013244.1	193
ATF1	2790
AC013244.2	103
RN7SL519P	330
TMPRSS12	3336
AC013244.3	388
METTL7A	4083
AC008121.2	523
AC008121.1	268
HIGD1C	371
AC008121.3	433
SLC11A2	9823
RNU6-1273P	104
LETMD1	6032
CSRNP2	5230
TFCP2	3827
AC087884.1	328
PHBP19	754
RNU6-199P	107
POU6F1	6048
AC139768.1	57
DAZAP2	5731
SMAGP	3558
BIN2	4010
CELA1	952
GALNT6	7347
SLC4A8	17980
AC107031.1	347
SCN8A	12457
HNRNPA3P10	1138
AC068987.2	896
AC068987.1	3275
AC068987.5	987
AC068987.3	2154
FIGNL2	4973
AC068987.4	2094
ANKRD33	3705
AC025259.2	772
ACVRL1	5040
ACVR1B	5690
RNU6-574P	107
GRASP	2829
NR4A1	7295
AC025259.3	915
ATG101	3199
AC025259.1	647
OR7E47P	2055
AC078864.1	583
AC078864.2	88
LINC00592	1457
KRT80	4350
C12orf80	1940
METTL7AP1	496
KRT7	4093
KRT7-AS	1693
KRT86	2394
KRT87P	1778
AC021066.1	647
KRT81	1929
AC121757.1	699
KRT83	1875
KRT89P	1493
KRT85	2713
KRT84	2092
AC078865.1	562
KRT82	2664
AC055736.1	695
KRT90P	1064
KRT75	2324
KRT6B	2282
KRT6C	2896
KRT6A	2928
KRT5	4292
KRT71	2265
KRT74	2988
KRT72	2154
KRT73-AS1	4094
KRT73	2652
KRT128P	663
KRT2	2522
KRT1	2488
KRT77	3952
AC055716.3	761
KRT126P	1181
KRT125P	989
AC055716.2	2441
AC055716.1	495
BTBD10P1	1352
KRT127P	433
ARL2BPP2	489
KRT76	2529
AC107016.2	278
KRT3	2319
KRT4	3312
KRT79	2542
AC107016.1	520
KRT78	3260
RPL7P41	957
KRT8	6881
KRT18	3218
EIF4B	6146
AC068888.2	536
AC068888.1	5622
TNS2	8093
SPRYD3	3479
IGFBP6	1279
SOAT2	2044
VTI1BP3	636
RNU6-333P	107
HIGD1AP1	275
EIF4A1P4	1213
CSAD	4390
AC073573.1	481
ZNF740	9063
ITGB7	4481
RARG	5127
AC021072.1	1450
MFSD5	2581
ESPL1	8890
PFDN5	3380
AC073611.1	647
C12orf10	2509
AAAS	4138
SP7	3414
SP1	8083
AMHR2	3518
PRR13	2897
AC023509.1	1571
PCBP2	7926
PCBP2-OT1	590
MAP3K12	7971
AC023509.4	775
TARBP2	4090
AC023509.3	2690
NPFF	592
ATF7	7980
AC023509.2	2297
AC023509.5	807
ATP5G2	3991
AC073594.1	364
CALCOCO1	8898
CISTR	918
AC076968.1	429
RN7SKP289	295
HOXC13-AS	1408
HOXC13	2423
HOXC12	3335
HOTAIR	2602
HOXC11	3265
HOXC-AS3	3109
HOXC10	2331
AC012531.3	777
HOXC6	3540
MIR196A2	110
HOXC-AS2	2216
HOXC9	1679
HOXC-AS1	592
HOXC8	1889
HOXC4	2725
AC012531.2	1389
AC012531.1	2680
HOXC5	1805
MIR615	96
FLJ12825	3942
AC023794.3	1390
AC023794.2	528
LINC01598	2159
SMUG1	6027
LINC02381	2310
SMUG1-AS1	1734
AC023794.5	2157
AC023794.4	754
AC023794.1	403
CBX5	15040
MIR3198-2	80
RN7SL390P	280
AC078778.1	735
AC078778.2	567
HNRNPA1	5093
NFE2	2469
COPZ1	3901
RNU6-950P	107
MIR148B	99
RN7SL744P	252
AC079313.2	924
AC079313.1	546
GPR84	2043
ZNF385A	3179
ITGA5	7577
LINC01154	454
GTSF1	2524
NCKAP1L	10596
AC068789.1	577
PDE1B	7618
PPP1R1A	3982
GLYCAM1	816
LACRT	882
DCD	876
AC079310.1	700
VDAC1P5	844
MUCL1	1250
TESPA1	5025
AC027287.2	592
NEUROD4	3953
OR9K1P	3217
AC027287.1	1453
OR9K2	3265
OR9R1P	877
OR10U1P	905
OR10A7	951
OR6C74	1105
OR6C69P	893
OR6C72P	892
OR6C6	1521
OR6C5P	923
OR6C1	2061
OR6C3	1403
OR6C7P	934
OR6C75	4569
OR6C71P	1107
OR6C66P	4713
OR6C73P	358
OR6C65	1076
PHC1P1	3061
OR6C76	939
AC122685.1	681
OR6C2	2112
OR6C70	939
OR6C68	939
OR6C64P	825
OR6C4	5151
AC009779.1	371
OR2AP1	1548
AC009779.8	4384
OR10P1	995
AC009779.5	488
AC009779.7	469
AC009779.4	611
AC009779.6	165
METTL7B	1506
ITGA7	6373
AC009779.3	3510
BLOC1S1	1656
RDH5	2983
CD63	2633
AC009779.2	1443
GDF11	8657
SARNP	3396
AC023055.1	2534
AC073487.1	529
ORMDL2	2810
DNAJC14	4190
TMEM198B	4219
MMP19	4672
OLA1P3	2555
RNU1-69P	164
GSTP1P1	319
PYM1	2425
DGKA	10215
AC025162.2	560
PMEL	3901
CDK2	3894
AC025162.1	565
RAB5B	6588
AC034102.1	3081
SUOX	5008
IKZF4	6808
AC034102.8	484
AC034102.3	300
RPS26	1943
ERBB3	8658
AC034102.2	489
PA2G4	3795
AC034102.4	434
RPL41	1088
ZC3H10	8464
ESYT1	5493
AC034102.7	470
AC034102.6	1294
AC034102.5	540
MYL6B	3259
MYL6	4609
AC073896.4	403
SMARCC2	8555
RN7SL770P	250
RNF41	6537
NABP2	2218
SLC39A5	2903
ANKRD52	8820
COQ10A	3243
AC073896.5	542
CS	6402
AC073896.1	1053
AC073896.2	576
AC073896.3	437
CNPY2	2956
PAN2	7288
IL23A	1187
STAT2	6109
RNU7-40P	64
APOF	1715
AC025574.2	514
AC025574.1	1653
AC024884.2	1247
AC024884.1	399
TIMELESS	5818
MIP	3348
SPRYD4	10779
GLS2	4141
HSPD1P4	1702
RBMS2	8808
RNU6-343P	104
BAZ2A	10918
ATP5B	2322
SNORD59A	75
PTGES3	3399
RN7SL809P	295
NACA	10008
PRIM1	2437
HSD17B6	2272
AC121758.1	3942
AC121758.3	301
AC121758.2	193
SDR9C7	1765
AC026120.2	309
RDH16	3464
AC026120.1	926
GPR182	3451
HBCBP	591
ZBTB39	6170
TAC3	1574
MYO1A	4438
NEMP1	5708
NAB2	3010
STAT6	7298
AC023237.1	101
LRP1	20839
LRP1-AS	879
MIR1228	73
NXPH4	2150
SHMT2	4838
AC137834.2	701
NDUFA4L2	2806
STAC3	2096
AC137834.1	2107
R3HDM2	5903
RNU6-879P	108
AC126614.1	887
INHBC	1992
INHBE	3015
GLI1	4204
ARHGAP9	5127
MARS	7028
RNU6-594P	72
RN7SL312P	324
DDIT3	1266
MIR616	97
MBD6	5646
DCTN2	4217
KIF5A	6261
PIP4K2C	3299
DTX3	4087
ARHGEF25	3503
AC025165.1	2670
SLC26A10	4276
B4GALNT1	8003
RPL13AP23	586
OS9	5169
AC025165.2	699
AGAP2	6728
AGAP2-AS1	1500
TSPAN31	5385
CDK4	3168
MARCH9	4005
CYP27B1	3440
METTL1	2621
EEF1AKMT3	3172
AC025165.3	679
TSFM	3094
AVIL	5889
AC025165.5	578
RNU6-1083P	107
AC025165.4	433
CTDSP2	5442
MIR26A2	84
AC083805.2	610
AC083805.1	3843
AC083805.3	1315
AC084033.3	1312
ATP23	1373
AC084033.1	633
RN7SKP65	313
AC084033.2	967
LINC02403	484
AC090643.1	3100
AC090643.2	2029
RPL21P103	488
AC025578.1	543
AC020637.1	1729
LINC02388	2366
LRIG3	5893
AC068305.3	555
AC068305.1	726
AC068305.2	1205
AC108721.1	440
RNU6-279P	101
RNU6-871P	100
LINC02448	583
AC108721.2	83
RNU4-20P	151
SLC16A7	13665
AC079905.2	247
AC079905.1	475
AC091517.1	87
AC080011.1	989
AC087883.1	391
AC090022.1	311
AC090017.1	1779
DUX4L52	777
FAM19A2	9255
RPL21P104	478
KRT8P19	1455
RPS3P6	605
AC078789.1	477
KLF17P1	1126
USP15	19418
RNU6-595P	107
MON2	16017
AC079035.1	848
RNU6-399P	98
LINC01465	1940
AC048341.2	8693
MIRLET7I	85
AC048341.3	491
PPM1H	7063
AC048341.1	403
GAPDHP44	1007
RNU1-83P	164
AC078814.1	645
AC078814.4	327
LDHAL6CP	3350
AC078814.2	535
AC078814.3	491
AVPR1A	5963
AC135584.1	333
HNRNPA1P69	933
AC026116.1	474
DPY19L2	5646
AC084357.2	275
AC027667.1	304
AC084357.3	2911
AC084357.1	325
TMEM5	7804
TMEM5-AS1	563
PABPC1P4	1875
SRGAP1	26641
RPL36AP41	306
AC079866.2	515
AC079866.1	1220
AC020611.1	254
AC020611.2	671
AC025576.2	390
AC025576.1	462
C12orf66	5999
RNU6-1009P	107
AC012158.1	2138
RNU5A-7P	116
C12orf56	5504
AC012158.2	354
AC135279.2	620
XPOT	7364
AC135279.1	504
AC135279.3	1311
TBK1	4762
RASSF3	4226
AC078962.2	712
SNORD83	77
AC078962.4	254
MIR548C	97
AC078962.1	281
AC078962.3	482
AC025262.3	360
AC025262.1	730
AC025262.2	1056
GNS	6284
TBC1D30	8648
RPL7P39	744
LINC02389	3970
LINC02231	447
RNU6ATAC42P	95
AC135895.1	1058
WIF1	2368
RNU6-166P	107
APOOP3	586
LEMD3	5562
AC026124.2	656
MSRB3	5791
AC026124.1	3457
KRT18P60	1297
AC025419.1	4293
AC090023.1	443
LINC02454	895
AC090023.2	701
PCNPP3	471
RPSAP52	2035
HMGA2	15403
AC107308.1	301
AC090673.1	6033
AC090673.2	658
LINC02425	376
RPL21P18	480
RNA5SP362	118
LLPH	7993
AC078927.1	984
LLPH-AS1	623
TMBIM4	4137
IRAK3	10004
RBMS1P1	1156
AC078889.1	590
PDCL3P7	712
RN7SKP166	305
HELB	13796
GRIP1	6378
OSBPL9P5	171
OSBPL9P4	1800
AC134511.1	192
AC073530.1	1093
AC073530.2	261
RAB11AP2	639
GGTA2P	1125
CAND1	13655
MRPL40P1	604
NTAN1P3	715
LINC02420	741
LINC02408	2284
LINC02442	574
DYRK2	9494
AC078777.1	777
LINC02421	3135
AC022513.1	117
LINC01479	715
AC005294.1	281
IFNG-AS1	2125
RPL39P28	155
HNRNPA1P70	1087
AC007458.1	373
IFNG	1218
IL26	1075
IL22	1178
MDM1	6549
LINC02384	2695
AC022511.1	476
AC008033.3	1407
AC008033.1	1162
AC008033.2	177
RPSAP12	888
RAP1B	16942
RPL10P12	318
SNORA70G	142
ATP5HP4	475
AC090061.1	2845
RPL7P42	679
NUP107	8320
KRT8P39	1433
SLC35E3	19501
AC025423.3	469
MDM2	13269
AC025423.1	374
AC025423.4	785
AC025423.2	439
CPM	7535
RNU7-4P	62
AC025423.5	219
AC133749.1	81
PRELID2P1	301
AC139931.1	85
AC127894.1	851
CPSF6	7190
C1GALT1P1	1089
AC020656.2	5309
LYZ	1764
AC020656.1	599
YEATS4	1714
RN7SL804P	296
RPS26P45	340
LINC02373	423
FRS2	7242
MIR3913-2	102
CCT2	4322
LRRC10	2599
BEST3	6863
AC025263.1	2788
RAB3IP	12612
AC025263.2	548
MYRFL	3524
LINC01481	2119
AC078922.1	434
AC084032.1	578
CNOT2	13993
AC092881.1	2733
KCNMB4	4874
RNU4-65P	140
AC025569.1	6368
PTPRB	14542
AC083809.1	472
PTPRR	5142
FAHD2P1	939
AC123905.1	541
AC025575.1	544
AC025575.2	565
TSPAN8	2519
LGR5	5251
AC090116.1	446
AC078860.1	527
ZFC3H1	9670
THAP2	6527
AC073612.1	771
TMEM19	6488
AC011601.1	577
RAB21	16036
AC089984.1	1431
AC089984.3	363
TBC1D15	8227
AC089984.2	1201
TPH2	6929
AC090109.1	819
TRHDE	11950
TRHDE-AS1	8781
AC016256.1	354
CHCHD3P2	639
AC133480.1	381
AC131213.1	195
AC090503.2	1091
LINC02444	1256
AC090503.1	729
AC087879.1	374
RNU6-1012P	109
LINC02445	459
AC136188.1	425
AC090015.1	82
LINC02394	543
AC090502.1	2342
AC090502.4	1386
AC090502.3	529
AC090502.2	280
VENTXP3	773
ATXN7L3B	7604
AC025257.1	375
AC123904.2	300
AC123904.1	368
AC123904.3	814
AC073525.1	3188
KCNC2	6368
AC091534.1	2356
CCNG2P1	1000
CAPS2	6689
AC092552.1	906
AC121761.2	689
GLIPR1L1	1384
GLIPR1L2	3790
GLIPR1	6273
AC121761.1	1482
KRR1	10749
AC078923.1	1385
AC022507.1	1505
RPL10P13	303
AC078820.1	742
AC131012.1	89
AC011611.6	255
RN7SL734P	297
AC011611.2	358
AC011611.1	197
PHLDA1	8069
AC011611.3	569
AC011611.4	779
NAP1L1	17355
AC011611.5	578
AC233290.2	390
AC233290.1	1186
RNU6-1271P	105
LINC02407	1201
RN7SKP172	298
BBS10	3595
OSBPL8	9198
AC107032.2	386
RPL7AP9	800
YWHAQP7	658
AC107032.1	480
RPL7P43	753
AC093014.1	724
ZDHHC17	8800
CSRP2	5873
AC124784.1	571
AC025161.1	591
E2F7	6303
LINC02464	368
NAV3	12135
AC073591.1	597
AC073528.1	42
AC138331.1	376
AC073571.1	475
FAM213AP1	668
LINC02424	1264
AC128707.1	1065
AC130415.1	1010
AC079362.1	718
AC068993.1	589
AC068993.2	395
SYT1	6494
AC090709.1	716
AC027288.3	2253
AC078917.1	73
MIR1252	65
AC027288.2	330
AC027288.1	1487
RN7SL696P	294
NOP56P3	385
PAWR	11668
AC073569.2	354
PPP1R12A	11815
AC073569.1	697
AC073569.3	682
RNA5SP363	115
PPP1R12A-AS1	3234
SNRPGP20	205
RPL7P38	739
RNU7-106P	67
AC078817.1	435
OTOGL	8380
RN7SKP261	278
PTPRQ	10398
AKIRIN1P1	544
AC074031.1	734
MYF6	1465
MYF5	1542
LINC01490	1478
LIN7A	6795
MIR617	97
AC078886.1	554
MIR618	98
ACSS3	14301
AC078955.1	882
MIR4699	74
PPFIA2	8573
PPFIA2-AS1	2024
AC069228.1	2310
AC079363.1	1125
AC091515.1	679
LINC02426	1372
AC011602.1	331
CCDC59	3784
AC083810.1	102
AC083811.1	115
METTL25	3672
AC089998.3	493
AC089998.4	459
AC089998.2	277
AC089998.1	3141
TMTC2	8323
RNU6-977P	103
AC090680.1	860
AC090680.2	742
AC093025.1	569
AC087798.1	638
AC087888.1	1254
AC093027.1	429
SLC6A15	8781
AC128657.1	145
TSPAN19	4085
LRRIQ1	7560
AC133794.1	914
ALX1	1445
AC131532.1	519
AC126471.1	362
AC021887.1	68
AC137768.1	553
RASSF9	5682
NTS	1555
MGAT4C	27762
AC016993.1	1258
AC139697.1	745
AC010196.1	531
AC079597.1	508
RPL23AP68	445
AC079598.5	117
CYCSP30	172
AC079598.3	34
AC079598.2	2406
LINC02258	777
AC079598.1	554
AC079598.4	265
RPS4XP15	795
C12orf50	5609
C12orf29	6454
CEP290	10388
RNA5SP364	78
AC091516.1	703
TMTC3	7327
KITLG	6030
AC024941.2	493
RNU1-117P	158
AC024941.1	334
LINC02458	2941
AC006199.1	219
AC024909.1	599
RNU7-120P	63
AC024909.2	286
DUSP6	4632
AC024909.3	2257
AC010201.2	1495
AC010201.1	540
POC1B	8746
CENPCP1	2578
GALNT4	5399
POC1B-GALNT4	5500
POC1B-AS1	8041
AC025034.2	286
AC025034.1	1711
ATP2B1	9493
AC068641.1	101
ATP2B1-AS1	3632
RNA5SP365	107
MRPL2P1	919
RNU6-148P	94
AC084200.1	682
BRWD1P2	340
LINC02399	400
AC126178.1	926
LINC02392	1122
AC084365.1	310
AC112481.1	901
CCER1	3244
LINC00615	1406
EPYC	1805
KERA	2162
LUM	3008
DCN	12847
AC007115.1	234
AC025035.1	894
AC126175.1	758
AC025254.1	247
AC090049.2	109
LINC02404	1188
AC090049.1	1011
LINC01619	3642
BTG1	4854
AC025164.2	7589
AC025164.1	478
LINC02391	800
CLLU1OS	686
CLLU1	6810
AC063949.2	1968
LINC02397	10626
AC063949.1	865
C12orf74	2369
PLEKHG7	4041
EEA1	10150
AC026111.1	1195
HNRNPA1P50	928
RNU6-1329P	107
LINC02413	1251
AC138123.2	1914
AC021646.1	484
AC138123.1	172
AC138123.3	791
NACAP3	481
LINC02412	1269
AC124947.2	1133
AC124947.1	865
NUDT4	10078
UBE2N	6269
MRPL42	16393
RN7SL737P	282
AC025260.1	430
SOCS2-AS1	3816
SOCS2	6776
AC012085.1	765
CRADD	4276
AC012085.2	1949
RN7SL630P	295
AC012464.2	779
AC012464.1	540
AC012464.3	2773
RN7SKP263	309
AC123567.1	1261
PLXNC1	9887
AC123567.2	473
AC073655.1	493
AC073655.2	1116
CEP83	6925
RN7SL330P	305
RBMS2P1	1226
CEP83-AS1	2482
AC023161.1	420
RN7SL483P	285
AC023161.2	780
SUCLG2P2	1296
MIR5700	71
TMCC3	6515
LSM3P2	273
KRT19P2	1012
MIR492	116
NDUFA12	1815
NR2C1	6529
FGD6	10044
AC126615.2	515
AC126615.1	630
VEZT	8757
CBX3P5	521
RNU6-808P	108
MIR331	94
MIR3685	62
AC084879.1	3173
AC084879.2	369
RNU6-735P	107
AC018475.1	465
METAP2	4491
USP44	5386
PGAM1P5	2367
NTN4	4166
RNU6-247P	107
AC090001.1	924
LINC02410	393
SNRPF	3043
CCDC38	5296
AMDHD1	2686
HAL	5146
AC007298.2	862
LTA4H	7350
AC007298.1	656
YPEL5P3	352
RN7SL88P	297
LINC02452	2982
ELK3	4648
AC008149.1	525
CDK17	6547
RNU4-24P	139
AC125612.1	377
AC007513.1	379
RN7SKP11	287
AC021052.1	70
CFAP54	12914
EEF1A1P33	1362
NEDD1	4463
AC007656.1	573
AC013417.1	271
AC007656.2	4547
LINC02409	576
RMST	6421
MIR1251	84
snoMe28S-Am2634	236
AC018659.2	715
MIR135A2	100
AC018659.1	169
AC007424.1	5252
RNU6-36P	107
MIR4495	66
MIR4303	66
AC016152.1	521
AC008055.1	609
RNU4-41P	143
SLC9A7P1	3311
LINC02453	1918
TMPO-AS1	3357
TMPO	8593
RN7SL179P	282
AC013283.1	579
SLC25A3	8896
SNORA53	249
IKBIP	4163
APAF1	7908
ANKS1B	11053
AC008126.1	480
AC069437.1	512
RNA5SP366	123
AC117377.1	1038
FAM71C	1796
RPS4XP1	787
AC126474.1	1293
UHRF1BP1L	6616
